Gender,Age,Partner,Dependents,Tenure,Contract Type,Payment Method,Internet Service,Phone Service,Multiple Lines,TV,Streaming,Monthly Charges,Total Charges,Churn
Female,29,No,No,12,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,85.68,1038.77,Yes
Female,33,No,No,45,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,93.41,4203.49,Yes
Male,47,No,No,16,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,74.19,1187.07,Yes
Female,30,Yes,No,39,Month-to-month,Credit card,No,Yes,No,Yes,Yes,32.07,1249.57,No
Male,58,No,No,28,One year,Electronic check,No,Yes,Yes,No,Yes,30.09,824.58,No
Male,33,Yes,No,47,Two year,Electronic check,DSL,Yes,No,No,No,46.92,2233.84,No
Male,25,Yes,No,47,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,79.81,3791.89,No
Female,34,Yes,No,42,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,68.5,2901.56,No
Male,75,No,No,64,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,87.26,5549.55,Yes
Female,75,Yes,No,14,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,89.96,1246.18,No
Male,49,No,Yes,37,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,Yes,87.75,3260.95,Yes
Male,42,Yes,No,28,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,73.44,2041.43,Yes
Male,68,Yes,No,38,Two year,Electronic check,Fiber optic,Yes,Yes,No,No,70.89,2679.65,No
Female,30,Yes,No,10,One year,Electronic check,DSL,Yes,Yes,Yes,No,58.23,554.92,No
Male,58,Yes,No,22,Two year,Bank transfer,DSL,Yes,No,No,No,46.82,1022.72,No
Female,60,Yes,No,67,Two year,Electronic check,DSL,Yes,Yes,Yes,No,63.9,4264.77,No
Female,62,No,No,57,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,77.75,4383.66,No
Male,31,Yes,No,30,One year,Mailed check,No,Yes,Yes,Yes,No,26.52,818.76,No
Female,62,Yes,No,7,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,81.21,576.82,No
Female,55,No,No,46,Two year,Electronic check,No,Yes,Yes,Yes,Yes,49.02,2228.09,No
Male,72,Yes,No,21,Month-to-month,Credit card,DSL,No,No,Yes,Yes,61.44,1307.63,Yes
Male,28,Yes,Yes,23,Month-to-month,Electronic check,Fiber optic,No,No,No,No,64.16,1478.19,Yes
Male,56,Yes,Yes,6,Month-to-month,Credit card,DSL,Yes,No,Yes,Yes,60.5,386.2,No
Female,69,Yes,No,20,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,60.81,1230.96,Yes
Male,35,Yes,No,15,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,82.35,1219.82,Yes
Female,64,No,No,2,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,76.26,165.89,No
Female,24,Yes,Yes,42,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,91.06,3838.88,Yes
Female,62,No,No,69,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,77.75,5385.73,No
Male,55,Yes,No,9,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,No,79.7,737.23,No
Female,29,No,No,3,Two year,Bank transfer,Fiber optic,No,No,No,No,78.57,277.28,Yes
Male,22,No,No,7,Month-to-month,Mailed check,DSL,Yes,No,No,No,56.38,413.7,No
Male,64,Yes,No,39,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,67.85,2630.38,No
Male,32,Yes,No,59,One year,Electronic check,Fiber optic,Yes,No,Yes,No,72.88,4303.57,No
Male,48,Yes,No,22,Two year,Credit card,No,Yes,No,Yes,No,30.88,658.38,No
Male,21,No,No,8,Month-to-month,Credit card,DSL,Yes,Yes,No,No,52.49,444.08,Yes
Male,77,No,No,6,One year,Electronic check,Fiber optic,Yes,No,No,Yes,73.21,422.12,No
Male,52,Yes,Yes,43,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,67.38,2941.87,No
Male,75,No,No,25,Two year,Electronic check,No,Yes,Yes,Yes,No,37.18,923.58,No
Female,27,Yes,Yes,25,One year,Electronic check,DSL,Yes,Yes,Yes,Yes,72.44,1810.15,No
Male,30,Yes,No,17,One year,Electronic check,Fiber optic,Yes,No,No,No,79.29,1338.61,No
Female,55,No,No,64,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,85.38,5450.2,Yes
Female,55,Yes,Yes,26,One year,Electronic check,Fiber optic,Yes,No,No,Yes,80.01,2069.72,No
Female,67,Yes,Yes,50,Month-to-month,Credit card,Fiber optic,No,No,No,No,55.74,2791.84,Yes
Female,75,No,Yes,53,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,77.29,4096.89,Yes
Female,68,Yes,Yes,4,One year,Electronic check,DSL,No,No,Yes,No,47.96,183.28,No
Female,26,No,No,17,One year,Mailed check,Fiber optic,Yes,Yes,Yes,No,82.52,1409.04,No
Female,37,Yes,Yes,64,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,79.78,5095.34,No
Female,74,Yes,Yes,63,Two year,Electronic check,Fiber optic,Yes,No,No,Yes,75.79,4774.71,No
Male,52,Yes,No,29,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,80.58,2372.18,Yes
Male,71,No,Yes,11,One year,Mailed check,Fiber optic,Yes,No,No,No,66.21,716.9,No
Female,52,Yes,No,21,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,35.23,733.71,No
Male,21,Yes,No,68,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,Yes,77.03,5214.91,No
Female,47,No,No,48,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,83.91,4021.02,No
Male,69,No,No,5,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,55.24,283.67,No
Male,58,No,Yes,51,Two year,Credit card,Fiber optic,Yes,No,No,No,66.64,3387.84,No
Female,26,No,No,10,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,64.25,619.79,No
Female,31,Yes,No,21,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,82.63,1742.52,No
Female,70,No,Yes,34,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,87.16,2972.83,Yes
Male,78,No,No,25,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,90.06,2263.67,Yes
Female,64,No,No,50,Two year,Mailed check,DSL,Yes,Yes,Yes,Yes,58.06,2878.0,No
Female,24,No,No,11,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,81.03,918.7,No
Female,56,Yes,No,63,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,71.43,4490.38,Yes
Female,69,Yes,Yes,42,One year,Mailed check,Fiber optic,Yes,No,No,Yes,85.3,3562.34,No
Female,57,No,No,22,One year,Electronic check,Fiber optic,Yes,Yes,No,No,72.01,1604.66,No
Female,54,Yes,No,68,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,90.48,6179.47,No
Male,46,Yes,No,34,One year,Credit card,DSL,Yes,Yes,Yes,Yes,66.23,2245.41,No
Female,33,Yes,Yes,29,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,78.45,2258.46,No
Female,35,No,No,1,One year,Bank transfer,DSL,Yes,No,No,Yes,51.73,60.57,No
Female,64,No,No,71,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,66.13,4668.42,Yes
Female,22,No,Yes,60,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,47.35,2891.92,Yes
Female,23,No,No,12,Two year,Credit card,DSL,Yes,No,Yes,No,58.02,675.57,No
Male,42,No,No,68,One year,Credit card,Fiber optic,Yes,No,No,No,63.6,4331.66,No
Female,66,No,No,57,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,62.07,3534.92,No
Male,58,Yes,No,30,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,No,67.32,2001.26,No
Male,54,No,Yes,66,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,68.95,4532.02,Yes
Female,51,Yes,No,40,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,72.7,2930.41,No
Female,24,Yes,No,49,One year,Electronic check,Fiber optic,Yes,No,Yes,No,84.0,4123.14,Yes
Male,38,Yes,No,13,One year,Electronic check,No,Yes,Yes,Yes,No,33.83,425.9,Yes
Male,22,No,No,7,Two year,Electronic check,No,Yes,Yes,Yes,No,36.39,243.56,Yes
Male,65,No,Yes,37,One year,Mailed check,No,Yes,No,Yes,No,34.52,1261.01,No
Male,64,No,No,23,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,62.04,1444.61,No
Male,34,No,No,70,Month-to-month,Mailed check,No,Yes,No,No,Yes,35.48,2501.81,No
Male,36,No,No,6,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,82.01,502.58,Yes
Female,37,Yes,No,54,Two year,Electronic check,DSL,Yes,No,Yes,Yes,63.67,3443.39,No
Female,73,No,No,43,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,84.27,3635.95,No
Female,48,No,Yes,63,Month-to-month,Credit card,DSL,Yes,No,No,Yes,53.72,3351.57,Yes
Male,65,No,No,71,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,75.99,5400.79,Yes
Male,45,Yes,Yes,62,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,52.32,3264.97,No
Male,61,Yes,No,26,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,81.38,2120.55,Yes
Female,50,No,No,50,One year,Bank transfer,Fiber optic,No,No,No,No,60.03,3002.65,No
Male,35,Yes,No,11,Month-to-month,Mailed check,DSL,No,No,No,Yes,59.05,636.88,No
Male,72,Yes,No,34,Two year,Bank transfer,No,Yes,Yes,No,No,30.69,1031.95,No
Male,61,Yes,Yes,19,Two year,Credit card,Fiber optic,Yes,Yes,No,Yes,81.0,1528.46,No
Female,65,Yes,No,18,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,71.83,1297.49,Yes
Male,76,Yes,No,41,Two year,Bank transfer,Fiber optic,Yes,Yes,No,No,67.67,2764.92,No
Male,33,No,No,9,Month-to-month,Credit card,No,Yes,No,Yes,Yes,48.03,395.78,Yes
Female,23,No,No,40,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,75.19,3023.62,Yes
Female,54,No,No,28,Month-to-month,Electronic check,DSL,Yes,Yes,No,Yes,65.06,1832.25,No
Male,38,Yes,No,16,Two year,Electronic check,No,Yes,No,Yes,No,30.28,491.64,No
Male,45,Yes,No,40,One year,Credit card,Fiber optic,No,No,Yes,No,65.84,2614.98,No
Female,32,Yes,No,54,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,66.92,3603.68,No
Female,42,Yes,No,43,One year,Credit card,DSL,No,No,No,Yes,48.98,2116.63,No
Female,42,Yes,Yes,6,One year,Electronic check,DSL,Yes,No,No,No,52.31,314.38,No
Male,39,No,No,40,One year,Bank transfer,No,Yes,No,No,No,15.0,586.04,No
Male,64,No,Yes,44,Month-to-month,Credit card,No,Yes,No,Yes,Yes,39.65,1770.39,No
Female,54,Yes,No,49,Two year,Credit card,Fiber optic,Yes,Yes,No,Yes,83.02,4051.05,No
Male,47,Yes,No,30,One year,Bank transfer,Fiber optic,No,No,No,Yes,72.71,2121.68,No
Male,24,Yes,No,6,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,39.51,238.81,Yes
Female,53,Yes,No,9,Two year,Bank transfer,Fiber optic,Yes,No,Yes,No,76.94,695.1,No
Female,28,Yes,No,23,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,74.35,1711.28,Yes
Male,37,Yes,Yes,45,One year,Electronic check,No,No,No,No,No,15.0,683.04,No
Female,43,Yes,Yes,53,One year,Electronic check,DSL,Yes,No,No,No,48.82,2576.13,No
Male,26,Yes,No,48,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,67.17,3244.85,No
Female,42,No,No,22,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,69.59,1503.58,Yes
Female,34,Yes,No,31,One year,Mailed check,Fiber optic,Yes,No,Yes,No,77.47,2401.07,No
Male,70,Yes,Yes,3,Two year,Bank transfer,DSL,No,No,Yes,No,47.48,129.93,Yes
Female,71,Yes,No,57,Two year,Credit card,Fiber optic,Yes,Yes,No,No,74.5,4266.92,No
Male,18,Yes,Yes,25,One year,Bank transfer,Fiber optic,Yes,No,No,Yes,77.17,1913.24,No
Female,55,No,Yes,36,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,72.28,2603.5,Yes
Male,57,No,No,32,Month-to-month,Electronic check,No,Yes,Yes,Yes,No,36.12,1157.58,Yes
Male,41,No,Yes,20,One year,Electronic check,No,Yes,Yes,No,Yes,35.33,710.49,No
Female,47,No,No,12,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,73.95,872.85,Yes
Female,66,Yes,No,68,One year,Credit card,Fiber optic,Yes,No,Yes,No,75.92,5169.68,No
Male,41,Yes,Yes,8,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,69.76,558.65,Yes
Female,21,Yes,Yes,67,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,45.6,3061.91,No
Female,41,Yes,Yes,8,One year,Credit card,Fiber optic,Yes,Yes,Yes,No,85.63,716.56,No
Male,33,No,Yes,6,One year,Electronic check,Fiber optic,Yes,No,No,Yes,82.97,500.17,Yes
Female,41,Yes,No,65,One year,Electronic check,No,Yes,Yes,No,No,19.25,1231.28,No
Female,32,Yes,No,68,Month-to-month,Mailed check,No,Yes,Yes,Yes,No,42.04,2897.95,No
Male,27,Yes,No,64,Two year,Electronic check,DSL,Yes,Yes,No,No,55.01,3540.06,No
Male,79,Yes,No,55,Month-to-month,Electronic check,No,Yes,No,Yes,Yes,34.49,1909.99,No
Female,25,No,No,35,One year,Credit card,Fiber optic,No,No,Yes,No,71.95,2514.73,No
Male,61,Yes,Yes,7,One year,Credit card,DSL,Yes,No,Yes,No,54.47,396.1,Yes
Female,62,Yes,No,42,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,81.62,3386.75,Yes
Female,56,Yes,Yes,37,One year,Bank transfer,No,Yes,No,Yes,Yes,35.41,1341.17,No
Male,74,No,No,52,One year,Electronic check,Fiber optic,Yes,No,No,No,80.61,4209.89,No
Male,18,Yes,Yes,2,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,78.79,154.04,No
Female,36,No,Yes,5,One year,Mailed check,Fiber optic,Yes,Yes,No,No,66.88,351.8,No
Male,29,Yes,No,42,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,88.19,3716.45,Yes
Male,53,Yes,Yes,61,Two year,Electronic check,Fiber optic,Yes,No,Yes,Yes,88.65,5387.41,No
Female,57,No,No,67,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,84.25,5648.12,Yes
Female,73,Yes,No,40,Month-to-month,Electronic check,No,Yes,No,Yes,No,36.38,1462.65,No
Female,41,Yes,No,26,One year,Electronic check,Fiber optic,Yes,Yes,Yes,No,85.62,2223.53,Yes
Female,32,No,Yes,33,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,64.21,2114.49,Yes
Female,75,Yes,No,36,Two year,Mailed check,Fiber optic,Yes,No,No,Yes,81.17,2940.32,No
Male,59,Yes,Yes,44,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,75.84,3340.32,No
Female,65,No,No,16,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,Yes,89.07,1462.7,No
Female,45,Yes,No,27,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,71.32,1912.52,Yes
Female,45,Yes,No,38,Month-to-month,Mailed check,DSL,Yes,No,No,No,44.96,1716.79,No
Female,42,Yes,No,61,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,73.15,4443.81,No
Male,64,No,No,57,Month-to-month,Mailed check,No,Yes,No,No,No,23.11,1330.62,No
Female,31,Yes,No,54,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,70.77,3799.44,No
Male,78,Yes,Yes,15,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No,75.04,1131.43,No
Female,28,No,No,29,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,95.35,2788.66,No
Male,46,No,No,39,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,67.82,2646.06,No
Male,37,No,Yes,69,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,76.76,5276.59,Yes
Male,57,Yes,No,25,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,81.23,2049.63,Yes
Female,60,Yes,Yes,66,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,72.02,4760.25,Yes
Female,74,Yes,No,53,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,67.27,3563.83,No
Male,66,No,Yes,45,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,No,82.81,3707.16,Yes
Male,33,Yes,No,50,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,75.28,3731.89,No
Male,30,No,No,57,Two year,Credit card,DSL,Yes,Yes,No,No,51.66,2989.72,No
Male,72,Yes,Yes,50,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,92.87,4631.95,No
Female,48,No,No,48,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,83.06,3967.02,Yes
Male,24,No,No,27,One year,Electronic check,DSL,Yes,No,No,Yes,49.81,1351.15,No
Male,69,Yes,No,30,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,84.13,2503.47,No
Male,58,No,Yes,43,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,83.1,3583.43,No
Male,19,No,No,60,One year,Mailed check,Fiber optic,No,No,No,No,66.6,4022.75,No
Female,66,Yes,No,46,One year,Electronic check,Fiber optic,Yes,Yes,No,Yes,83.19,3805.64,Yes
Female,55,Yes,No,71,Two year,Bank transfer,Fiber optic,No,No,Yes,Yes,71.25,5052.84,No
Male,56,No,No,49,Two year,Bank transfer,No,Yes,Yes,No,Yes,40.7,2003.06,No
Female,71,Yes,No,29,One year,Credit card,DSL,Yes,No,No,No,47.19,1344.24,No
Male,48,Yes,No,41,One year,Electronic check,Fiber optic,Yes,No,No,Yes,86.49,3528.05,No
Male,46,Yes,Yes,44,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,66.02,2902.49,No
Male,56,No,No,62,Two year,Credit card,Fiber optic,No,No,No,No,72.83,4554.59,No
Male,30,Yes,No,18,One year,Credit card,No,Yes,No,No,No,33.73,590.15,No
Male,27,No,No,17,Month-to-month,Bank transfer,No,Yes,No,Yes,No,30.55,513.74,No
Female,70,Yes,Yes,14,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,57.05,848.27,No
Female,31,Yes,No,4,One year,Credit card,DSL,Yes,Yes,Yes,No,59.43,253.62,No
Female,49,No,No,48,Month-to-month,Mailed check,No,Yes,Yes,Yes,Yes,50.6,2394.83,No
Male,34,Yes,No,69,Two year,Bank transfer,DSL,Yes,No,Yes,Yes,65.9,4542.23,No
Male,32,Yes,No,44,Month-to-month,Electronic check,No,Yes,No,No,No,27.66,1228.9,No
Male,55,Yes,No,4,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,77.28,338.06,No
Male,67,No,No,26,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,83.36,2195.23,No
Male,45,Yes,Yes,65,One year,Mailed check,DSL,Yes,No,No,No,52.69,3435.78,No
Female,26,Yes,No,3,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,No,78.02,248.39,Yes
Female,33,Yes,Yes,44,Month-to-month,Credit card,DSL,Yes,No,No,Yes,65.86,2871.96,No
Female,28,Yes,No,31,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,78.98,2434.57,Yes
Female,72,Yes,Yes,66,Month-to-month,Electronic check,No,No,No,No,Yes,32.15,2095.95,No
Female,37,Yes,Yes,36,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,74.69,2709.49,Yes
Female,41,Yes,No,40,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,81.42,3264.33,No
Male,22,Yes,Yes,52,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,65.32,3398.99,No
Female,45,No,Yes,59,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,81.33,4829.31,No
Female,74,No,Yes,37,One year,Credit card,Fiber optic,Yes,No,No,No,75.38,2799.8,No
Female,43,Yes,No,51,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,77.46,3973.41,Yes
Female,58,Yes,No,57,Two year,Electronic check,Fiber optic,No,No,Yes,No,75.36,4310.8,No
Male,29,Yes,No,37,One year,Bank transfer,No,Yes,Yes,Yes,Yes,35.4,1326.74,No
Female,26,No,No,51,One year,Electronic check,No,Yes,No,No,Yes,32.74,1649.03,No
Male,63,Yes,No,26,Two year,Bank transfer,DSL,Yes,No,Yes,No,54.04,1424.41,No
Female,22,Yes,No,25,One year,Mailed check,DSL,Yes,No,Yes,Yes,64.66,1625.87,No
Female,45,Yes,Yes,0,Two year,Credit card,DSL,Yes,Yes,No,Yes,66.9,0.0,No
Female,37,Yes,Yes,48,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,93.69,4510.77,Yes
Male,19,Yes,Yes,18,Month-to-month,Credit card,DSL,Yes,Yes,Yes,No,54.59,1008.3,Yes
Female,50,Yes,No,58,One year,Credit card,No,Yes,Yes,Yes,Yes,49.23,2853.17,No
Female,77,No,Yes,68,Month-to-month,Electronic check,No,Yes,No,No,Yes,39.0,2636.71,No
Male,22,No,Yes,63,One year,Mailed check,DSL,Yes,Yes,No,Yes,61.62,3868.2,No
Male,68,No,No,19,Month-to-month,Mailed check,Fiber optic,No,No,No,No,71.79,1336.1,No
Female,51,No,Yes,46,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,67.93,3121.18,No
Female,62,Yes,Yes,54,Two year,Credit card,Fiber optic,Yes,Yes,No,No,70.43,3815.05,No
Female,23,No,Yes,36,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,85.45,3110.95,Yes
Female,71,No,No,36,Month-to-month,Electronic check,DSL,Yes,No,Yes,No,61.57,2200.39,No
Male,18,No,Yes,31,One year,Electronic check,No,Yes,Yes,No,Yes,34.51,1077.11,No
Female,74,No,Yes,22,One year,Mailed check,Fiber optic,No,No,No,No,61.42,1351.71,No
Male,58,Yes,Yes,41,Two year,Credit card,DSL,Yes,Yes,No,No,49.66,2035.91,No
Female,38,Yes,No,71,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,57.01,4016.83,No
Male,18,Yes,Yes,15,Two year,Bank transfer,Fiber optic,Yes,No,No,No,65.75,966.09,No
Female,55,Yes,Yes,3,One year,Electronic check,DSL,Yes,Yes,No,Yes,63.34,226.32,No
Male,23,Yes,No,4,Two year,Bank transfer,No,Yes,No,Yes,No,38.98,176.09,No
Female,55,Yes,No,41,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,77.87,3198.3,Yes
Male,65,Yes,Yes,19,Month-to-month,Mailed check,No,Yes,No,No,Yes,46.56,893.79,Yes
Male,34,No,Yes,33,Month-to-month,Mailed check,Fiber optic,Yes,No,Yes,No,80.05,2656.66,Yes
Female,32,No,Yes,68,One year,Credit card,No,Yes,Yes,Yes,No,44.48,3015.41,No
Male,31,No,No,5,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,78.92,386.45,Yes
Female,31,Yes,Yes,12,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,86.61,1026.98,Yes
Female,25,No,No,15,One year,Mailed check,DSL,Yes,No,Yes,No,58.6,882.31,No
Female,33,No,No,32,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,78.83,2499.61,No
Male,58,No,No,49,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,79.38,3876.43,No
Male,36,No,Yes,13,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,64.59,849.76,No
Male,66,Yes,No,7,Two year,Bank transfer,Fiber optic,Yes,No,Yes,No,73.1,504.66,No
Female,68,Yes,No,6,One year,Bank transfer,DSL,Yes,No,Yes,No,63.67,346.98,No
Female,65,No,No,57,One year,Electronic check,Fiber optic,Yes,No,No,No,74.17,4220.14,No
Female,51,No,Yes,2,Two year,Electronic check,DSL,Yes,Yes,No,No,61.89,134.7,No
Female,37,Yes,No,45,One year,Electronic check,Fiber optic,No,No,Yes,No,71.04,3198.95,No
Male,75,Yes,No,41,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,Yes,74.57,3023.57,No
Male,30,Yes,No,7,One year,Credit card,No,No,No,Yes,No,22.25,176.42,No
Male,46,Yes,No,39,Two year,Mailed check,Fiber optic,Yes,No,Yes,Yes,90.28,3515.98,No
Male,46,No,No,20,Month-to-month,Bank transfer,No,Yes,Yes,Yes,No,31.54,637.57,No
Male,64,No,No,37,One year,Bank transfer,No,No,No,No,No,19.85,755.19,No
Male,51,Yes,No,9,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,58.57,524.62,No
Male,67,Yes,No,48,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,72.18,3426.59,No
Male,74,Yes,No,57,One year,Electronic check,Fiber optic,Yes,No,No,No,73.88,4246.54,No
Female,42,Yes,Yes,0,Two year,Credit card,No,No,No,Yes,Yes,40.05,0.0,No
Female,72,Yes,Yes,38,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,86.38,3275.94,Yes
Female,28,No,No,46,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,64.57,2995.95,No
Male,74,No,No,0,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,52.84,0.0,No
Male,29,Yes,Yes,52,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,84.0,4355.29,No
Male,70,No,No,39,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,68.27,2658.07,Yes
Male,42,No,No,22,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,72.9,1600.17,Yes
Female,77,Yes,No,34,One year,Electronic check,No,Yes,Yes,Yes,No,32.57,1090.07,No
Female,26,No,Yes,49,Month-to-month,Credit card,DSL,Yes,Yes,Yes,No,47.0,2290.5,No
Male,46,No,No,46,Month-to-month,Mailed check,Fiber optic,Yes,Yes,Yes,Yes,93.48,4321.64,Yes
Male,73,No,No,55,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,72.99,4003.58,No
Male,20,Yes,Yes,2,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,Yes,83.62,177.3,Yes
Male,34,Yes,No,56,One year,Mailed check,DSL,Yes,Yes,Yes,No,71.55,3988.63,No
Female,23,Yes,No,2,Month-to-month,Electronic check,DSL,Yes,No,Yes,Yes,67.2,162.08,Yes
Female,37,Yes,No,46,Month-to-month,Bank transfer,No,Yes,No,No,No,23.97,1121.37,No
Female,42,Yes,No,25,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,No,86.09,2150.48,No
Female,56,No,Yes,4,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,81.84,340.19,Yes
Female,33,Yes,Yes,49,One year,Bank transfer,No,Yes,Yes,No,Yes,36.74,1830.82,No
Female,27,Yes,Yes,39,Month-to-month,Bank transfer,DSL,Yes,Yes,No,Yes,56.96,2201.27,No
Female,28,No,Yes,47,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,Yes,71.48,3338.52,No
